Bike,Description,Price,Year,Location,State,Listed,Source,Link
KDX 220,"1998 KDX 220r 2-stroke dirt bikeHere is a very lightly used KDX 220r dirt bike. Starts 1st kick, very fast, tires like new, Needs nothing. Brand new top end, old piston still in perfect shape. No title, not street legal.","$1,400",1998,Indianapolis,IN,08/11/17 3:31 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/71c205c344319ea6989bb548d246f929)
250XC,"2011 KTM 300/250xcOriginal owner. Meticulously maintained. TON OF EXTRAS!!! Bike is ready to go!! New tires front and rear. New Plastics all around. Rekluse Core EXP, suspension done by TBT racing, powder coated orange frame. Scotts damper post (no damper), 250 top e [...]","$3,600",2011,Bay Park,CA,08/10/17 4:10 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/71fc87642f7028d9b96a57ab798264a1)
250XC,2014 KTM 250XC-W -- NEW!2014 KTM 250 XCW - Purchased new in 2015 - Trail ridden 3-4 times...THATS IT!!! - Now it ONLY has 8.5hrs. - Fully Upgraded - 2 Brand New Tires - Guards - Scotts Stabilizer - NO scratches - NO wear - Buy this BRAND NEW CONDITION bike for $$THOUSANDS$$ [...],"$6,400",2014,SD,SD,08/11/17 1:20 pm (6 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/72580b9e0337d977cb8930d5d2524b75)
RM250,Rm250 excellent condition fully restoredThis is for my 97 rm250 It has less then one hour on the new top end Also less then one hour on the renthal gold chain and sprockets Carb is brand new Bars are brand new Bike has been fully gone through New clutch also Fork seals done a short [...],"$2,000",1997,Peachtree corners,GA,08/07/17 3:14 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7261d42e579094cf870e195fa336df52)
YZ250,"2006 YZ250 2 StrokeUp for sale is a practically brand new 2006 Yamaha YZ250 Brand new items including: bottom end with Hot Rods crank, rod, crank bearings. top end with Pro X piston. OEM cylinder linkage bearings. Torc1 shift lever Tusk brake lever ASV brake and [...]","$3,900",2006,Carson City,NV,08/10/17 3:04 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7266dea586a8e8f0270b53df0991e48f)
CR125,"1998 CR125Two owner 1998 CR125, first owner rode it for about 5 yrs and put it in storage. My daughter rode it a couple yrs before moving down in size. The seat was modified to fit her 5' 3"" 115 lbs height. It has one ride on the oil change and the tires are a [...]","$1,100",1998,Black Diamond,WA,08/10/17 4:01 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/734e59baa66f9557c53db81c6bf0d50b)
YZ250,2006 Yamaha YZ2502006 Yamaha YZ250 two stroke: Top end went out on me so I figured I would rebuild the whole bike for next season. While I was at the dealer ordering all new parts for the engine I also left with a brand new 450. I rebuilt this bike with the intentio [...],"$3,000",2006,Manassas,VA,08/11/17 5:56 pm (1 hour ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7372a6dc14dacbe241e9db547459218e)
CR500,"1986 Honda CR500R1986 Honda CR500R: AKA ""David Bailey replica"". 60hp stock, new water pump, clutch, kick starter Spring & Gear, suspension just gone through professionally, runs strong, clean and clear title. Also comes with a brand new, never installed FMF Gnarl [...]","$2,800",1986,washington,WA,08/07/17 3:54 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/73dab565d760b69da5215106bbf2ec46)
YZ125,2003 Yamaha YZ1252003 YZ125 Rebuilt top end only rode twice on fresh top end FMF pipe FMF shorty exhaust Vforce 3 reeds(just replaced reeds) Rebuilt carb with JD jetting kit New coolant and tranny fluid in bike 2004 YZ125 suspension put on bike Protaper pillo [...],"$2,200",2003,Orland Park,IL,08/08/17 5:15 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/741ed913cb5233a72cd00f9e67c6672b)
KX 500,"Kawasaki KX500 KX 500 87 1987 runs good.87 KX 500 that runs good. Great bike to ride, restore or race. Bike is located by Spokane but, can be gotten to west no problem.","$2,000",1987,Bellevue,WA,08/08/17 5:28 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/746ae0b7d88c281ff61be4a535605d02)
CR250,"02 CR250R ultimate 2-stroke, green stickerRide all year,low hours,super fast,powerful,and reliable,new top end,""Factory Connection""Showa suspension front and rear,""VFORCE 3""reed valve,FMF pipe,two new FMF silencers,1 ""shorty""for track and 1forrest approved spark-arrestor for free-riding, Ita [...]","$3,400",2002,"torrance,ca.",CA,08/10/17 11:10 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/74ae38857d149a4aa2bff4d9912f516e)
KX250,"2007 KX250Bought new by me, I'm 58 and wife says time to let go, Bike is stock, on its second set of tires, starts on first or second kick and runs excellent.","$2,750",2007,Fort Worth,TX,08/09/17 12:51 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/74ec7838e65ac09d4e5fcc071e6b5c73)
KTM 525,2006 KTM 525 XC2006 KTM 525 XC New Tires. Posting this for a friend. He says he is getting older and the bike is too fast for him. It has an auxiliary oil cooler installed that was $400 brand new. Bike must be sold soon because it is taking up space in the shop so [...],"$3,500",2006,Ridgecrest,NV,08/11/17 12:48 am (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/750146e66957066bb89a3f49a967e486)
KX125,"KX 1251998 Kx 125 but everything has been redone, new top end with less than 11 hours, new rims and tires and has a fmf pipe, v force reeds, etc 1300","$1,300",1998,Buffalo,NY,08/10/17 2:45 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7556cd333580819fecf11d780a9ab39f)
YZ250,"01 YZ 250Selling this 2001 YZ250 2 stroke. Runs good, starts great and is super fun to ride! Just don't use it any more and it needs to go. It's been rebuilt and only ridden a few times since then. I'm not in a rush. I'll take all offers, but any low ball wi [...]","$1,700",2001,Mckinney,TX,08/09/17 5:36 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7595adf003ce1063230223b36eefe0e9)
YZ250,2012 yz250 w/lots of extrasYz250 fuel: gas transmission: manual Selling my 2012 yz250. Awesome strong running bike. Starts right up. Lots of extras with this bike. GPR G4 steering stabilizer Stealthy 10oz flywheel weight Pro Circuit shorty silencer Clarke 3.1 gal oversi [...],"$3,500",2012,Green Bay,WI,08/08/17 1:16 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/75e37f64f2af85147e4b2e805bca09ef)
CR250,"2002 Honda CR 2502002 Honda CR, less than 500 hours on it, third owner. In great condition Contact Matt show contact info","$2,500",2002,Madras,OR,08/07/17 4:18 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/75f3e60e886d6ce162edb67b385c0169)
YZ250,"YZ250 Yamaha, 1991YZ250 Yamaha, 1991 In very good running/riding condition. New top end including refurbished barrel. Good tires, brakes etc. Green sticker good until June 2018, pink slip ready for sign-off. Included is the original good condition front fender, spar [...]","$1,350",1991,Encinitas,CA,08/10/17 2:33 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7680d4476346b206abc29d5662acbf5c)
KX250,1997 kx250 2 strokeI bought this bike back in November 2015 with a locked up motor Planned on just rebuilding just the motor but ended up restoring almost the whole bike Motor has everything New New top and bottom end New trans bearings New water pump Re sleeved [...],"$2,100",1997,Midway,IL,08/09/17 5:32 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7702c461b2323d47c41a651571226952)
CR250,"2001 Honda CR250 CR250RNew plastics New oversize radiator and silicone hoses, bike runs cool New fork seals done by Click Suspension Santa Cruz New 3.4 gallon desert tank, old tank included ASV levers Full FMF system Applied upper Pro Taper bars Carbon fiber frame [...]","$3,200",2001,scotts valley,CA,08/07/17 9:25 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/771b1fd07dd428c81b9c79db009143fa)
KTM 300,2 Stroke KTM 300 CCSelling my 2000 KTM 300 cc dirt bike. Runs good. Has a ton of power. Has ORV stickers that are good until 2018. Will write a bill of sale. Text me if you are interested. Thanks. Could be interested in trades. Send pictures of what you would consi [...],"$2,000",2018,St.Clair,MI,08/10/17 1:44 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/774583c7532d874839655131add0f37c)
300XC,"2016 KTM 300XCPurchased brand new last year from South Seas. Runs cherry, rear trial tire, new oem pipe w/ carbon guard. No time to ride. Price not firm, 8,000 obo. Text to check it out, no test rides without cash in hand. 8oh8-7five4-nine2five4","$8,000",2016,Kailua,HI,08/11/17 4:48 am (14 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/778405f98692b8c49493865766d949f8)
KDX 200,Kawasaki kdx200Works good nothing wrong with it just needing money!! Text me for info show contact info I won't take less then 800!!,$850,NA,Grand Prairie,TX,08/07/17 11:11 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/77f39f260c69f292b96414c6705b6c32)
KTM 525,"2002 KTM 520 SXHas hot cam, all new lower bearings and seals, aftermarket handlebars, GPR steering stabilizer, pro circuit can, brand new tires. Does not currently run, needs carburetor work. Relocating to Idaho so I'd rather not take it with us. Willing to haggle. [...]","$2,000",2002,Camas,WA,08/11/17 4:58 am (14 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/77f3f559162e9c8d68bd304820334df7)
CR250,1990 Honda CR250Runs mint Brand new Maxxis MaxCross tires Full FMF exhaust Comes with new rear shock and foot pegs Needs rear brake lever Rear tube has a leak,"$1,100",1990,Sherborn,MA,08/07/17 2:32 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/78479990555a7a9e25ef45b0879aa7ba)
150XC,2012 ktm 150sxI have for sale a very clean 2012 ktm 150sx. I bought the bike earlier this year thinking I would have more time to ride and I haven't. I've taken the bike out once since owning it and it's a blast plenty of power! I just have 4 other bikes that see [...],"$3,000",2012,Lisle,IL,08/10/17 6:25 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/787e7ee40789fab69daf200c078e94f8)
CR250,"2007 cr250rSelling my 2007 cr250r, it's a great bike has tons of power just don't ride it as much as I use to. Bike is stock besides the exhaust which is the fmf gnarly and turbin core II. Looking to get $3200 for it obo, will post more pictures if you have and [...]","$3,200",2007,Ontario,ID,08/07/17 7:05 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/796816a908bbc3e98b6506a85ee6dda1)
300XC,"2012 KTM 300xc2012 KTM300 XC, fantastic shape, low total hours (under 150) and estimated 25hrs on new top end, runs great, been sitting too long, just needs to be ridden. Flexx bars, scotts dampner, fmf turbine core2 silencer, doma race pipe, skid plate, Bullet pr [...]","$5,100",2012,vallejo / benicia,CA,08/07/17 9:17 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/79bcc409c2435eda173c3c8e7dc20510)
KTM 250,2014 KTM 250 XC-FI moved over to an XC-W trail bike so need to sell my XC-F. Love this bike. Very solid and reliable. Did some AMRA races on it last year and it never let me down (nothing too tough... I'm C/novice class). I bought it about a year and a half ago from [...],"$4,500",2014,McCormick Ranch,AZ,08/08/17 3:20 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/79ccddcc14b041d05fff9c709e7a68ee)
YZ125,"2005 Yamaha YZ 125Hi there, For sale is my 2005 YZ 125. Bike is in great condition and well taken care of...I am the second owner of the bike and just don't make it out enough, so hoping someone can put it to better use. I will include a trailer hitch for the bike as [...]","$2,600",2005,St. Petersburg,FL,08/07/17 1:22 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7a0bd3c07319ecc0ff2ebca49f3d71cf)
CR250,02 Cr250rVery clean bike has desert tank chrome pipe breakaway levers runs perfect show contact info Cr250 cr 250r,"$2,200",2002,Sdsu,CA,08/11/17 3:31 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7a79a4518404074a9230ec39735bb660)
YZ250,2012 YZ 2502012 YZ 250 Updated plastics X trig triple clams And more show contact info OBO,"$4,000",2012,Woodstock,GA,08/10/17 7:52 pm (23 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7ad283e8e31dc8ab6f6116cb99846fb9)
CR250,2006 cr250rSuper clean 06 250 2 stroke. You will not find one that has been so meticulously cared for. Its in showroom condition. Must see in person to really appreciate it. I don't want to sell it I just need the money right now.,"$2,500",2006,"Reno, NV",NV,08/07/17 7:06 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7ad77f7aa2d888a1f1230ff96973aa47)
KX250,"Kawasaki KX 2502006 Motorcross dirt bike! Bike is super clean runs fantastic, no issues what so ever. A must see! A steal at $1600! Must go!","$1,600",2006,Gloucester,MA,08/08/17 5:09 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7b0299b0fa4b814990608f7717208e20)
RM250,"1997 SUZUKI RM 250 ( 2 stroke) $1600 ( OBO Cash)I have a 1997 Suzuki Rm 250 for sale, this motorcycle runs excellent .The piston/Head has been sleeved ( new rings/piston/cylinder wall) and I have ridden it probably 12 times since I purchased it. I have new tires on it, and new bars , seat cover, r [...]","$1,600",1997,Portland,OR,08/07/17 10:06 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7bf5c429b7445501a0cb0f2fe7b15a35)
YZ125,Yz125I am selling a 2013 yz125 with 15 hours on a tzr motor and tzr suspension. Comes with lots of extras Contact show contact info,"$3,250",2013,Waukegan,IL,08/07/17 9:40 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7bf780349882eeda2c337c33bf2d4076)
250XC-W,2014 KTM 250 XC-W 2 STROKE2014 KTM 250 XC-W 2 STROKE ALOT OF AFTERMARKET PARTS SET UP FOR TRAILS AND RACING NEW TIRES,"$7,000",2014,WAIKOLOA,HI,08/11/17 12:52 am (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7c43896670e7a105dcc08ae2616cac45)
RM250,2000 Suzuki Rm 250 Motocross BikeFor Sale this Rm250 two stroke Good running condition sold With bill of sale (No Title) Email Questions or call joe show contact info,"$1,595",2000,BELLMORE,NY,08/09/17 1:55 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7c6030a55e2b7c4b1da14c23f7a4b435)
KTM 300,"2008 ktm 300exc2008 ktm 300 exc with suspension 101, rekluse clutch, rewound stator, HID headlight, devol radiator guards, carbon fiber pipe guard, gpr4 steering stabilizer.","$2,500",2008,1259 broadway,CA,08/08/17 12:45 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7c687e6b9b3f99dd530ba7e7e916f851)
YZ125,2002 yamaha yz125Looking to sell or trade for mountian bike of similar value.,"$1,500",2002,Blaine,MN,08/08/17 3:09 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7cd99c7649a5ef3a0cddbf2c7219c636)
KTM 250,02 ktm 250sxI have for sale a 2002 ktm 250sx 2 stroke. I bought the bike last year and rode it a couple of times but deciding to get rid of it. It has fairly new tires on it front and rear. Guy I bought it off of said the bike had been rebuilt before he bought i [...],"$2,500",2002,Tri Cities,TN,08/07/17 2:50 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7e11b2227d5bf9747ded90bb12082276)
KTM 300,"KTM 3002008 KTM 300 EXC. Second owner title in hand. Rides great. Oversized Clark Tank, barkbusters, after market gas cap, Clark metal rear disc guard, brand new rear tire IRC M5B 130, skid plate, FMF sparkarister. After market headlight and new battery. [...]","$4,200",2008,dublin / pleasanton / livermore,CA,08/07/17 2:39 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7eb1b1df58ed8e5abe6ca16d5b4c658c)
KX 500,clean 2000 kawasaki kx500Very clean 2000 kawasaki kx 500 with fmf spark arrestor exhaust for ohv riding. moving and have to sell. $2950obo,"$2,950",2000,canby,OR,08/08/17 8:31 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7eca09cb512edcf01ef3b4d65d4ea74f)
RM125,Clean Suzuki RM 125 + extrasSelling my super clean 2003 Suzuki RM 125. Selling because it's just taken up space and is barely ridden. It has had a lot of work done to it and is very well maintained. Recent Work: - New Wiseco Top End (3 hours ago) - New front and rear tires [...],"$2,250",2003,fremont / union city / newark,CA,08/10/17 4:04 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7ee223f90fe2394b32bc4def124013ea)
KX 500,"1994 kx5001994 kx 500 great bike runs strong starts right up excellent condition. original plastic still on the bike look new. I have pink slips in hand and current registration asking $2500 Obo willing to trade for a street bike, 450 or another toy lmk what y [...]","$2,500",1994,burlingame,CA,08/09/17 7:49 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/7ef3c02a6f83b043ad226293631aa301)
